user_id,product_id,product_name,category,review_text,rating,review_length,sentiment_label,country,purchase_amount,purchase_date
U1932 !,P184 !,phone !,electronics,this product is disappointing and poor,6.524155489681125,4.906311406859861,neutral ! !,India ! !,99508.70190375936,2021-02-06
U1534 !,P681,headphones !,electronics ! !,overall my opinion is very good and useful,,8.614661086175909,positive !,USA,104241.8602654193,2021-05-20
U1351,P687,earbuds !,gadgets !,from my experience excellent for daily use !,1.258782173775174,6.8134424329735594, !,UK,-33785.24566269679,2021-09-24
U1914,P592 ! !,earbuds,electronics !,overall my opinion is not worth the money ! !,6.62662665710359,8.589837833504173,positive !,UK,110190.2073305714,2022-05-04
U1511,P468 ! !,keyboard,gadgets ! !,from my experience very good and useful,3.067899098756178,6.692184209282806,neutral !,UK,166832.37311491012,2021-02-17
U1123 !,P960 ! !,earbuds,electronics,,6.530150351490151,,,UK,147770.73978559262,2021-02-08
U1870 ! !,P527,smartwatch ! !,accessories ! !,honestly speaking surprisingly good performance ! !,4.816834210904305,3.2525297966616322,positive ! !,Australia ! !,161830.23005943603,2021-07-25
U1576,P159 ! !,camera !,gadgets ! !,i would say this item is very good and useful,,12.141012206406225,neutral ! !,Germany !,-22702.485583045684,2021-11-03
U1210 !,P660 !,keyboard !,electronics !,from my experience not worth the money !,-0.547988481326677,6.849698911814707,positive,Canada ! !,125500.31633403276,2022-04-25
U1147 ! !,P786 ! !,headphones ! !,gadgets !,initially i thought value for money !,-0.6159098033529125,5.023563325606655,neutral,Germany !,6328.809595831493,2023-11-16
U1960 !,P947,headphones !,electronics !,after using this for some days surprisingly good performance !,1.1650490085920868,10.293465172954765,positive,India,159834.47578344686,2023-12-10
U2480 !,P152 !,keyboard ! !,electronics ! !,honestly speaking not worth the money ! !,6.630410860166833,4.9269958495625845, ! !,Germany !,15433.950459424716,2021-02-12
U1145 !,P276 !,camera ! !,gadgets !,,6.654079082291497,,neutral,UK ! !,-29841.4154103182,2024-01-12
U1269,P681 !,mouse ! !,accessories ! !,i would say this item is disappointing and poor,,10.418416710536151,neutral ! !,Australia ! !,-42299.16961252282,2023-08-19
U1253 !,P117 ! !,laptop ! !,electronics ! !,i feel the quality is surprisingly good performance ! !,,8.549755953534254,positive,Australia ! !,154652.26807967573,2021-01-31
U2094 !,P755 ! !,camera !,gadgets !,this product is very good and useful !,,6.726638527804993,neutral ! !,UK,150249.95402891655,2024-03-18
U2338 !,P301 ! !,laptop ! !,electronics ! !, !,1.015870304025583,,negative !,Germany ! !,106463.38005303165,2023-03-21
U2134,P426 ! !,earbuds !,accessories !,i would say this item is not worth the money ! !,,12.159172213466135,,UK ! !,20377.107697844272,2023-03-22
U2143 !,P339 !,smartwatch ! !,gadgets ! !,from my experience excellent for daily use,6.635211197650171,6.727621844192846,negative !,Canada,57750.04791775089,2021-04-22
U2302 !,P471,keyboard,accessories ! !,from my experience below expectations !,1.2107256166274507,3.0572257888930543,negative,India ! !,95666.86115821176,2023-02-03
U2344,P459 ! !,headphones !,accessories !,initially i thought value for money !,2.8545924246039287,5.083688745582268,negative ! !,Canada,88403.27856677111,2023-03-13
U1645 !,P474,earbuds ! !,gadgets ! !,i would say this item is not worth the money,4.767455886787111,12.27037813798371,positive !,USA ! !,37020.6297618784,2023-12-26
U1851 ! !,P172 !,smartwatch ! !,accessories ! !,i would say this item is value for money !,1.0356170757847956,10.294043294836925,neutral !,USA,87299.27886267807,2022-07-15
U1249 !,P218,camera ! !,accessories !,this product is below expectations,6.688920700716497,3.2048133541048665, !,Canada,25341.9193546373,2021-06-18
U1187 !,P946,camera,electronics,after using this for some days not worth the money,4.715552989990807,12.123199489637935,neutral,Canada ! !,146581.01438441477,2023-07-21
U1933,P265 ! !,keyboard !,gadgets !,i would say this item is disappointing and poor !,1.280851699518151,10.37354628059448,positive,Australia !,13003.476311791368,2022-01-21
U2490,P866 ! !,laptop,accessories,honestly speaking disappointing and poor !,-0.5410003093204656,3.1670081030416615,positive,UK ! !,,2021-11-20
U1685,P863 !,smartwatch,accessories ! !,i feel the quality is average but acceptable,,8.560480276698655, !,Germany !,,2021-11-18
U1064,P947 ! !,headphones,gadgets,overall my opinion is very good and useful ! !,6.512253990357177,8.751501942858054,negative ! !,USA ! !,93055.9652628693,2022-10-24
U1151 ! !,P453,phone !,accessories !,from my experience average but acceptable ! !,6.616959526473032,4.959498641200061,negative !,India ! !,155471.3869859342,2021-05-10
U2049 !,P818,keyboard,gadgets ! !,after using this for some days below expectations !,1.1326183158953325,8.530584416532058,neutral !,USA !,53218.65399063461,2022-01-27
U2015 !,P677,mouse !,gadgets,initially i thought excellent for daily use,-0.6005403228421256,6.734174343489555,neutral ! !,Germany,70505.18295906315,2023-11-17
U1768 ! !,P323,laptop !,gadgets !,i would say this item is below expectations,,8.67612606435585,negative ! !,Australia !,-20985.027818021383,2023-08-28
U1676,P783 ! !,tablet ! !,accessories,i feel the quality is excellent for daily use,4.666481105261947,10.264271812630255,neutral !,Australia !,1967.5192675027029,2022-07-10
U2341 !,P316 !,laptop,gadgets !,overall my opinion is not worth the money ! !,2.8347614281413005,8.534171083260379,positive !,India,44800.1103140256,2022-06-28
U1623 ! !,P559 ! !,smartwatch,gadgets ! !,this product is not worth the money !,,6.907799212512557,positive ! !,UK ! !,86533.14935571677,2022-07-31
U2087 !,P997,laptop,gadgets !,honestly speaking below expectations !,-0.6474193789292578,1.4132749287261683,negative !,Australia !,56685.95520163313,2022-08-24
U1370 ! !,P710 !,keyboard !,electronics,this product is excellent for daily use ! !,2.953178427091772,6.809183492373017,neutral !,Canada !,83141.63068493111,2023-07-13
U1228 ! !,P830 !,phone !,electronics ! !,,6.641350160561177,,neutral ! !,Canada !,142683.81584130827,2022-08-23
U2195 !,P230,smartwatch !,accessories ! !,i would say this item is average but acceptable ! !,,10.413460526778954,neutral,UK ! !,142856.47752338753,2022-02-10
U1669,P483,earbuds,accessories !,i would say this item is surprisingly good performance ! !,-0.627016076305373,10.338448966941565,neutral !,Australia !,-19593.439714127726,2022-05-15
U2397,P501 ! !,phone !,electronics ! !,honestly speaking below expectations !,1.168179551773852,1.3719345261364495,positive !,USA ! !,86409.78931425208,2021-10-17
U1507 ! !,P408 !,headphones !,gadgets,i feel the quality is excellent for daily use ! !,1.227532960334199,10.304874053807582,positive,Canada !,19069.087458668477,2022-10-09
U1286,P191 !,earbuds !,electronics ! !,overall my opinion is below expectations,-0.703570254594029,5.092798552608037,neutral ! !,India !,118367.12035031704,2023-03-31
U1794 !,P853 ! !,mouse ! !,gadgets !, ! !,3.0079784424954323,,positive,India,121928.84636759674,2023-08-29
U2483 ! !,P604,headphones !,accessories !,from my experience disappointing and poor,1.2311858297411327,5.082462895674777,neutral !,USA !,16898.819146990943,2023-07-21
U2338 !,P149 !,smartwatch,electronics ! !,i feel the quality is excellent for daily use ! !,1.2402464812448892,10.489423105002068,positive,Germany,156650.84587281005,2022-05-04
U1264 !,P771 ! !,earbuds !,gadgets,from my experience value for money,6.455496696010129,4.961550867135024,negative ! !,Canada,145764.03518575235,2021-07-27
U1402,P161 !,laptop ! !,gadgets ! !,i would say this item is value for money !,6.5384756189329645,10.319858498350468,positive !,Australia ! !,-33626.39979717877,2024-01-14
U1311 !,P643 ! !,smartwatch !,accessories ! !,honestly speaking below expectations !,4.730222326691722,1.3900375552774242,neutral,Canada !,8200.510174253366,2023-01-02
U1483 ! !,P545 !,laptop !,accessories !,i would say this item is very good and useful ! !,4.799276289543179,12.12551593450059,positive !,Germany !,102297.86181080868,2022-04-01
U1280 ! !,P587,headphones ! !,accessories ! !,i feel the quality is excellent for daily use !,4.826163497784564,10.407064451885908,neutral ! !,USA,124657.3422453072,2021-10-07
U1314 !,P350,laptop,electronics,i feel the quality is value for money ! !,-0.5021128896208961,8.683066639026915,neutral,USA,10362.23011582096,2022-08-25
U1185 !,P155 !,keyboard ! !,accessories,after using this for some days excellent for daily use,1.1572818007320769,12.18088823746208,neutral ! !,Canada ! !,-37783.37782923292,2022-05-12
U1564 ! !,P574 !,earbuds !,accessories,after using this for some days not worth the money,1.1570977544386452,12.205888687864926,positive !,UK ! !,152788.38900118362,2021-09-27
U1319,P448 !,earbuds !,gadgets,overall my opinion is excellent for daily use !,,8.586726594604377,positive !,UK,78687.24853173687,2023-11-03
U1311,P120 ! !,earbuds !,accessories,honestly speaking not worth the money ! !,-0.5868380896632855,5.057183325675324,positive ! !,Germany !,9961.55281443938,2022-08-05
U2393,P455,mouse !,gadgets ! !,after using this for some days disappointing and poor,3.081716358283937,10.34162407566308,positive !,USA ! !,139869.7653515569,2021-11-02
U1910 !,P249 ! !,smartwatch,electronics,this product is very good and useful ! !,1.2126078031067142,6.621494832047246,negative ! !,India !,113870.0866999527,2023-05-01
U1338 !,P731,smartwatch !,accessories,after using this for some days surprisingly good performance !,4.710536260250417,10.431104383771318,neutral ! !,Canada,113288.32985244358,2022-11-14
U2351 ! !,P898,headphones !,gadgets ! !,overall my opinion is excellent for daily use ! !,1.0981104510099249,8.671729849746294,positive ! !,Australia,117004.07816869416,2023-09-28
U1338 ! !,P914 ! !,mouse ! !,electronics ! !,after using this for some days average but acceptable !,4.68269331649261,10.429179487403044,positive !,Australia,90962.49752935529,2022-05-01
U2179 ! !,P910,headphones,accessories,this product is below expectations ! !,-0.5610368479719093,3.1437892270977033,negative ! !,Germany ! !,-1333.3546167709717,2024-04-04
U1546 ! !,P346,keyboard ! !,accessories,after using this for some days very good and useful !,6.676135375470671,12.10490707585513, !,UK ! !,18224.808019465272,2021-12-23
U2037,P581 !,headphones !,electronics !,honestly speaking average but acceptable ! !,-0.4772169180666728,3.2329612305276707,neutral ! !,Australia,5921.971649716336,2022-06-20
U1679 !,P172 ! !,camera !,accessories, ! !,,,neutral !,India !,2323.5355313422197,2023-11-29
U1408 !,P988 ! !,headphones !,gadgets,from my experience excellent for daily use ! !,,6.784216055563439,neutral,Australia ! !,48062.007984319476,2023-11-06
U1442,P909,tablet,gadgets !,this product is not worth the money !,-0.6487224901741545,6.937318723273809,neutral ! !,Australia,147853.86569027934,2023-10-09
U2022 ! !,P995 ! !,earbuds !,gadgets ! !,this product is excellent for daily use ! !,1.1105857344035728,6.719697616904308,,Canada,-1404.5851993910069,2022-10-03
U1641 ! !,P230,mouse ! !,accessories ! !,this product is very good and useful !,4.852237231757764,6.933591750788261,neutral,Germany !,44271.47356854268,2022-05-30
U1301 !,P577,phone ! !,electronics ! !,honestly speaking excellent for daily use,1.2217114134612876,4.996599124247508, ! !,Germany ! !,101069.90430171016,2022-11-19
U1395 ! !,P978 ! !,mouse,accessories,i feel the quality is disappointing and poor ! !,2.999809816798355,8.4498540652245,negative,Germany ! !,713.5448502133011,2022-07-17
U1322 !,P597,camera !,electronics !,from my experience excellent for daily use ! !,3.0195716855339327,6.780018856793138,positive,Canada,-37324.76581492947,2022-10-14
U1973,P726 !,tablet !,electronics !,from my experience disappointing and poor !,,5.069502895876407,neutral ! !,Canada,147581.41733442325,2021-05-13
U1578 !,P665 ! !,keyboard !,electronics,after using this for some days excellent for daily use ! !,-0.5171424249806579,12.165413745670612,negative,Australia ! !,69115.78843426755,2024-04-11
U2374,P197 ! !,headphones,gadgets,i would say this item is not worth the money ! !,6.683646047702799,12.07820670916134,positive ! !,USA,29126.854347796838,2021-11-15
U1134 ! !,P697,tablet,gadgets,initially i thought disappointing and poor,1.2306446639784347,4.981173115153331,neutral ! !,USA !,98446.41772097224,2021-11-03
U2454 !,P334 ! !,mouse !,gadgets,after using this for some days surprisingly good performance ! !,6.65193532873944,10.326740964022884,neutral,Australia,123358.69030716288,2023-08-07
U1729 ! !,P915 ! !,earbuds ! !,accessories ! !,honestly speaking below expectations ! !,6.628515629419476,1.432750378117616,negative ! !,Australia !,25325.758302167167,2021-08-10
U2025 ! !,P622 !,smartwatch,gadgets !,after using this for some days excellent for daily use,2.9596676616486306,12.25487861941195,positive,Australia ! !,102534.1331197517,2021-05-03
U1343 ! !,P214 !,phone,accessories !,from my experience average but acceptable !,6.645635425984348,4.911094950060405,neutral ! !,India,68450.63455611104,2022-12-11
U1874 !,P311 ! !,earbuds ! !,electronics !,,2.893778176924449,, ! !,USA ! !,106457.3978354946,2022-05-23
U1914 ! !,P631,phone ! !,electronics ! !,from my experience not worth the money,3.066625657335026,6.853561751826537, ! !,Canada ! !,89929.06820677593,2021-11-18
U2175 !,P261 !,smartwatch !,electronics ! !,honestly speaking disappointing and poor ! !,1.1078955056042616,3.126609578297002,neutral,Germany !,-31452.585204335457,2023-02-23
U2386 ! !,P805 !,keyboard !,accessories !,overall my opinion is excellent for daily use ! !,4.812401328433014,8.509060576605533,negative !,Germany,95125.48778910628,2021-09-16
U1666,P222 !,phone !,accessories ! !,honestly speaking disappointing and poor !,2.932559726375782,3.1014745820404204,,Germany ! !,-29564.068473243824,2021-06-20
U1798 !,P111,mouse !,electronics ! !,this product is value for money !,,5.021766171541908,neutral ! !,Australia !,,2022-08-16
U1148,P161 ! !,keyboard,gadgets !,from my experience not worth the money !,6.589829620451103,6.818396399151389,negative,Germany !,9810.31926083025,2021-04-18
U1700,P371 ! !,mouse ! !,gadgets,this product is value for money,2.8796404627898005,4.940346006400276,positive ! !,Australia !,53395.470211444816,2022-05-19
U2371 !,P352 !,laptop !,accessories !,i would say this item is excellent for daily use,1.221924535680679,12.194501036021975,positive !,Germany ! !,123070.7058462405,2021-07-24
U1389 !,P735 ! !,mouse ! !,gadgets,i feel the quality is value for money,,8.714110295666359,negative !,Germany ! !,-10747.86651079076,2022-05-02
U1808 !,P567 !,headphones !,gadgets ! !,i would say this item is surprisingly good performance !,4.854430480062895,10.31755539925435,negative,Germany !,36481.767819681016,2022-06-28
U1708 ! !,P933 !,earbuds ! !,gadgets,i would say this item is value for money !,1.1923182109902373,10.240724739503396,neutral,USA,21987.22184185517,2021-11-22
U2114 ! !,P841,mouse !,gadgets,this product is very good and useful ! !,6.620139952246159,6.829863276906557,positive !,Australia !,125308.92884206968,2023-08-25
U1387,P886,phone ! !,accessories,this product is value for money,1.1246236231668805,4.985425585623462,positive,USA ! !,51028.542514375025,2022-11-20
U2373 !,P879 !,keyboard !,electronics, ! !,6.550619840151915,,neutral ! !,Germany,93867.60514803465,2023-11-21
U2069,P567,mouse,accessories ! !, !,-0.6401536518845309,, ! !,Germany !,-3173.230110555618,2021-12-06
U1283 ! !,P695,earbuds !,accessories !,overall my opinion is not worth the money ! !,6.652704802689596,8.660051468135917,positive,Canada ! !,145806.2606108373,2021-04-24
U1934,P543,laptop ! !,gadgets !,overall my opinion is below expectations,3.110641542307649,4.8205650395676765, !,Australia ! !,143327.37245511555,2023-10-16
U1483,P351 ! !,mouse !,electronics,initially i thought very good and useful !,6.535382329483783,6.742817340403296,positive ! !,Germany !,-25663.13454934799,2023-09-01
U1817 !,P562 ! !,earbuds,electronics !,after using this for some days average but acceptable,1.2682463119792982,10.576222193343115,positive ! !,India,167476.79695698875,2023-07-25
U1531 !,P321,keyboard,accessories !,after using this for some days below expectations !,4.639053030698523,8.639947970400321,negative ! !,UK,138810.00989627684,2024-01-19
U1286,P988 ! !,laptop !,electronics !,i feel the quality is not worth the money,-0.6920809477389815,10.447232650607504, ! !,USA !,119226.10063748024,2022-06-23
U2203 ! !,P860 !,smartwatch ! !,accessories !,honestly speaking surprisingly good performance ! !,4.724538236639993,3.2862726810113476,positive !,Canada ! !,27283.33081144092,2023-12-13
U2486,P259 !,phone ! !,electronics ! !,after using this for some days disappointing and poor !,,10.395442747474064,positive ! !,UK !,105199.33884764464,2022-02-19
U2036 ! !,P602,smartwatch ! !,electronics !,i would say this item is average but acceptable,6.480428853822239,10.456708407304127,positive !,India ! !,168760.07754790052,2023-07-22
U1066,P782,earbuds ! !,electronics,i feel the quality is not worth the money !,-0.5786191079760765,10.450529929772985,negative !,USA ! !,163770.4262605794,2021-08-04
U1089,P371 ! !,laptop,electronics !,initially i thought very good and useful !,1.1771121958023503,6.836461694517213,negative !,India ! !,52442.61054989697,2023-07-21
U1012 !,P834,laptop,accessories ! !,,3.0190093081021114,,positive ! !,Germany ! !,90741.73495924998,2022-09-26
U1499,P755,mouse !,gadgets !,from my experience disappointing and poor ! !,,5.007622562499572,positive ! !,Canada !,127941.89603839433,2021-01-30
U1725 ! !,P926 !,phone ! !,gadgets,i feel the quality is very good and useful !,,10.347865319691127,negative !,UK ! !,82019.52884467637,2023-11-30
U2249,P441 !,tablet !,accessories ! !,this product is disappointing and poor,,4.995108408214445,negative ! !,Germany,-12370.359491849933,2023-06-13
U1538,P694 ! !,headphones,gadgets !,initially i thought surprisingly good performance !,1.1873158872820904,4.902276162496181,positive ! !,USA,47377.83721876568,2023-01-10
U1417 ! !,P680 ! !,camera !,accessories,honestly speaking value for money ! !,-0.6915729345565823,3.131970633565398,neutral ! !,Australia !,89746.87712047988,2022-05-04
U2229,P161 ! !,camera !,gadgets,overall my opinion is very good and useful ! !,1.266902581106484,8.571916059960365,positive !,USA ! !,54556.430852811485,2022-07-23
U1824,P483,camera ! !,accessories,from my experience disappointing and poor,4.7506353783418875,4.919940809344119,positive !,Canada ! !,-1368.3737291451448,2022-12-07
U2320,P829,keyboard,electronics !,this product is not worth the money ! !,-0.6738251846160057,6.754414887034914,negative ! !,Canada ! !,3396.799267730483,2021-01-18
U1971,P508,headphones,electronics ! !,i would say this item is disappointing and poor !,2.9796642460311715,10.381219366440728,negative ! !,India !,92884.13044470525,2022-10-24
U1502 ! !,P762,mouse !,gadgets !, ! !,1.1277833830002573,,positive !,India,159985.3165795307,2022-08-13
U2110 ! !,P396 !,tablet,gadgets ! !,this product is below expectations ! !,4.762755505857868,3.268698287164106,neutral,Germany ! !,168982.53441542687,2021-03-18
U2019 ! !,P517 ! !,mouse ! !,gadgets ! !, ! !,-0.5834863817165619,,neutral !,Canada,78853.11634611532,2023-01-31
U2253 ! !,P443 ! !,tablet !,gadgets,after using this for some days disappointing and poor !,6.616816323124456,10.499019894904006,positive ! !,USA ! !,-36901.24915951089,2022-04-02
U1502,P151 !,tablet,accessories,i feel the quality is surprisingly good performance ! !,,8.66786165932787,negative,Australia ! !,164499.6217008302,2021-04-30
U1591 ! !,P763 !,earbuds ! !,electronics,overall my opinion is average but acceptable !,,6.833715350713792,negative ! !,USA,98488.75913125949,2021-04-09
U2211,P874,tablet,electronics !,this product is average but acceptable,-0.5319312480468297,5.006175838622722,neutral !,UK !,-17952.7819641676,2022-05-10
U1986 !,P446 ! !,camera ! !,gadgets ! !,honestly speaking surprisingly good performance !,3.027268723678426,3.2191793458656055,negative ! !,India ! !,32228.61136348768,2023-12-15
U2315,P384 ! !,earbuds !,gadgets, !,3.138716912357429,,positive,Canada !,55929.00506822604,2023-05-15
U1481,P762 !,tablet ! !,gadgets !,i feel the quality is average but acceptable,1.275537518625188,8.69025576494974, ! !,Canada ! !,151173.99612527894,2021-01-01
U2173 ! !,P889 ! !,headphones,electronics ! !,i feel the quality is below expectations ! !,6.673007686290962,6.899007487289269,negative !,Canada ! !,2757.056779235843,2022-02-06
U2487 ! !,P860 !,mouse !,electronics ! !,honestly speaking average but acceptable ! !,4.69424598580726,3.197349050132222,positive !,Canada ! !,,2023-12-23
U1097 ! !,P176 ! !,tablet,accessories !,after using this for some days excellent for daily use,1.2461504750897852,12.237713204755211,neutral !,India ! !,56370.44589601527,2022-05-20
U2298 !,P437 !,laptop !,gadgets ! !,this product is excellent for daily use ! !,4.788475468695278,6.899683296325582,neutral !,USA !,-32992.118691698895,2022-08-09
U1931,P878,keyboard,electronics !,overall my opinion is not worth the money ! !,6.553327245418725,8.54508700726845,,India !,34082.55587175425,2022-09-29
U1695 !,P635 ! !,phone !,accessories,overall my opinion is value for money,-0.5959140861172235,6.769078782371582,negative ! !,USA,,2021-12-25
U2331,P120,headphones !,accessories ! !,after using this for some days not worth the money ! !,,12.195361635553144,positive ! !,Germany !,-39873.649985112796,2022-07-24
U1273,P325 !,tablet ! !,gadgets !,initially i thought very good and useful,3.0275815700984543,6.864795895117976,neutral,Australia !,121137.33050010417,2022-02-18
U1755 !,P252 ! !,keyboard !,accessories,i feel the quality is disappointing and poor ! !,2.9302074627071577,8.666019723542805,negative ! !,Canada,-5571.276169813486,2024-01-15
U1628 !,P679 ! !,tablet !,accessories,i would say this item is surprisingly good performance ! !,4.844639608868515,10.375959068456751,negative,Australia,35355.1953398308,2021-05-12
U1114,P686,earbuds ! !,gadgets, ! !,,,neutral,Canada ! !,156904.99751331666,2022-11-07
U1057 !,P242,keyboard !,accessories ! !,i feel the quality is very good and useful ! !,1.2075216877946355,10.413447638245513,negative,Australia,4979.278013197587,2024-01-02
U2446 ! !,P955 !,smartwatch,gadgets,this product is very good and useful,6.570809174652461,6.721936013627748,positive,India !,135345.0445514926,2022-05-19
U2084,P597,headphones ! !,gadgets,overall my opinion is very good and useful !,4.776773434773888,8.477015552178871,negative !,UK,-22308.779858859736,2021-11-15
U1796 ! !,P752 ! !,earbuds ! !,accessories,overall my opinion is value for money !,,6.694780722966721,negative,USA ! !,88584.36300740471,2022-05-12
U2144 !,P823 ! !,headphones !,accessories !,,-0.681209394499495,,neutral,Canada !,-8406.845149688637,2021-05-07
U1594 ! !,P404 ! !,keyboard ! !,accessories ! !,i would say this item is average but acceptable,,10.501057805884823, !,India ! !,109135.14819200542,2021-07-15
U1998 !,P790 ! !,phone,electronics,honestly speaking disappointing and poor ! !,4.663662353322918,3.1971579078906873,neutral,Canada !,55707.35392835857,2022-05-14
U1591 ! !,P565,tablet !,electronics ! !,from my experience disappointing and poor ! !,4.750031386582525,5.010712640087786,negative,UK,86056.49746404361,2022-11-03
U1640 !,P293,laptop !,accessories,after using this for some days excellent for daily use !,1.2183602788099162,12.28705857762127,negative !,India,-25716.349114577602,2022-04-01
U2032,P854 !,laptop !,gadgets !,overall my opinion is disappointing and poor !,,6.672731228549882,negative,Germany,-15957.820789032394,2022-04-25
U1524,P861,camera,gadgets,i would say this item is not worth the money,4.785131389697894,12.234979192538054,negative ! !,UK,-6183.152741883918,2023-08-11
U2432,P803 !,keyboard,gadgets ! !,from my experience excellent for daily use,4.788173040336768,6.793190625763029,,Australia,-18679.358658058914,2022-08-17
U2296,P516,earbuds,gadgets,after using this for some days very good and useful ! !,1.2212080134677166,12.238584729645765,neutral !,India !,-28939.07324147092,2023-05-23
U2081 !,P960,mouse ! !,accessories ! !, ! !,,,neutral,Australia ! !,83941.0034333216,2024-03-11
U1616 ! !,P542 ! !,laptop ! !,gadgets ! !,after using this for some days average but acceptable ! !,1.2905783167076224,10.329824232359721,neutral,Germany ! !,-43094.049042827864,2023-02-13
U1423,P987,phone !,electronics !,from my experience disappointing and poor !,4.8514797161098375,5.005143220971958,positive !,India ! !,86490.70752017821,2024-03-07
U2301 !,P793 !,phone !,electronics,honestly speaking disappointing and poor !,1.253842950038068,3.3237022330132766, !,Canada ! !,27870.68420692879,2023-05-15
U2227 !,P850 ! !,keyboard !,electronics ! !,,2.92401735693845,,negative ! !,Australia,-4384.052933078507,2022-10-10
U1122,P368,camera ! !,gadgets !,from my experience surprisingly good performance !,1.1866200786081629,4.954204634323199,negative ! !,Germany ! !,18623.65330357732,2022-08-07
U2329,P540 ! !,mouse,gadgets ! !,i would say this item is below expectations ! !,1.171012783288428,8.488721822791407,neutral ! !,Germany ! !,51638.16714576461,2023-10-01
U1120 !,P768 ! !,mouse,electronics !,after using this for some days very good and useful,,12.061917032684056,positive ! !,UK !,-35569.11249277023,2022-02-15
U1982 ! !,P216 ! !,tablet !,accessories,overall my opinion is disappointing and poor !,1.2176509461210736,6.89752638400522,neutral !,UK !,1912.2050976575565,2023-05-28
U1438 !,P597 !,earbuds,accessories,i would say this item is below expectations ! !,-0.6457312766757567,8.519046765061413,negative ! !,India,138636.11068848884,2021-02-21
U1290,P863 !,headphones ! !,accessories,from my experience surprisingly good performance,3.0384938262736463,4.968521103004401,neutral ! !,Canada !,83033.72579965081,2023-01-20
U1966,P253,mouse,accessories,this product is average but acceptable !,2.9166728633314136,5.097928082227846,neutral !,UK,31737.269087825283,2024-02-17
U2413,P267 ! !,keyboard !,accessories,after using this for some days value for money,4.913582840575386,10.267273808335814,,Canada ! !,70467.74096517847,2022-08-16
U2464 ! !,P891,smartwatch !,gadgets,,1.1289466902245753,,positive,Australia ! !,139759.84816795093,2022-08-03
U2384 ! !,P119 !,earbuds,accessories ! !,honestly speaking very good and useful !,1.2077065953859663,4.974169201581067,positive,India,130237.56843155662,2021-03-27
U1491 ! !,P592 ! !,headphones !,electronics ! !,honestly speaking very good and useful ! !,1.2481271030590138,4.903840588922128,negative,Germany ! !,-25728.888572416214,2021-12-17
U1793 !,P287 !,earbuds !,gadgets !,honestly speaking below expectations !,-0.6480605844515563,1.3746634607223638,negative,Australia,-46389.85481629683,2021-10-10
U1572 !,P578 ! !,mouse ! !,gadgets,honestly speaking average but acceptable ! !,1.2524059087082746,3.1373165159674574, !,India !,73865.88703214275,2023-05-31
U2488 ! !,P676 ! !,laptop ! !,electronics,,4.705448585106147,,negative ! !,USA !,92071.42704296934,2023-06-09
U2038 ! !,P213 ! !,earbuds,accessories ! !,honestly speaking below expectations ! !,1.2947390220823383,1.3431682574354142,positive ! !,USA ! !,88270.33644076515,2024-04-13
U1560,P143,phone !,electronics !,from my experience excellent for daily use ! !,4.793223510350351,6.6438760081336605,positive ! !,India !,69923.24494009982,2022-11-13
U2359,P791 !,keyboard,accessories !,i would say this item is surprisingly good performance,2.950120075197308,10.376768612434427,,Canada,63767.71743449493,2021-01-04
U1653 !,P271 !,laptop ! !,electronics !,from my experience surprisingly good performance !,4.771103441616152,4.887498025520131,neutral !,UK !,117043.15401637173,2024-02-13
U1183 ! !,P813 !,keyboard ! !,accessories,from my experience disappointing and poor,4.849331476136527,5.01015777315035,neutral,Australia ! !,-40754.6768231945,2022-11-27
U1355 ! !,P117 ! !,earbuds ! !,gadgets,initially i thought not worth the money ! !,6.550964134925748,6.700811391921989,negative !,Australia ! !,112671.31624495838,2022-03-31
U2362 !,P816,phone,accessories !,i would say this item is below expectations !,,8.555751174148954,positive !,India,26301.317937918597,2023-04-15
U1185 ! !,P449,earbuds ! !,accessories,i feel the quality is excellent for daily use !,6.5765849177530535,10.408449969125412,positive,UK !,135175.13202052133,2021-08-30
U2205,P986,earbuds !,gadgets,,2.9091352381995836,, !,UK !,100358.15414325481,2021-02-20
U1704 ! !,P773,earbuds ! !,accessories,i would say this item is excellent for daily use,1.3207486160537405,12.213781334532625,neutral,Canada,59739.14761255571,2022-12-13
U1058 !,P773 ! !,keyboard,accessories,initially i thought not worth the money ! !,1.1522391568411434,6.84756141090296, ! !,USA,140020.89873107447,2023-06-23
U2427 !,P371 ! !,camera ! !,gadgets !,this product is not worth the money !,3.0509338409568656,6.703105793889291, !,USA,43722.928974859446,2021-01-30
U2266 ! !,P941,mouse,accessories !,honestly speaking not worth the money !,1.207012472881517,4.98904075609086,neutral !,USA ! !,-4566.2075841987635,2023-12-02
U1796 !,P656,phone !,accessories ! !,this product is very good and useful,,6.5324541033014185,negative ! !,Australia ! !,119709.01316927135,2022-05-01
U2335,P175 !,mouse ! !,electronics,after using this for some days below expectations,6.591804240512423,8.613537959889426,neutral ! !,Canada,118941.38113112208,2022-05-11
U2416,P234 ! !,keyboard,electronics,i would say this item is not worth the money ! !,,12.170462083099746, !,Germany !,-25888.029836810267,2024-03-16
U1383,P472,camera !,gadgets,i would say this item is disappointing and poor ! !,-0.6210659657990026,10.316817521976052,neutral ! !,Australia,-30882.268744319223,2023-08-15
U1829 ! !,P342 ! !,phone !,electronics ! !,i would say this item is average but acceptable !,,10.418912047102854,negative ! !,Australia,19325.168534526714,2023-04-26
